"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_1685636",-275.942797658863,222.282395209581,-12.9237961268586,7.17478481188168e-27,3.90258812491798e-24,39.2374577758072,"KCNN2"
"ILMN_1731248",-392.667036789298,492.275928143713,-12.9174772312823,7.47435373119793e-27,4.01933371895169e-24,39.2086428278962,""
"ILMN_1658187",-122.632078595318,224.684491017964,-12.9120071881765,7.743763491498e-27,4.11741995443448e-24,39.1836953345089,"KAZN"
"ILMN_2367239",-1365.39305016722,1445.07389221557,-12.8963793587503,8.56817927543815e-27,4.50514866302538e-24,39.1124032972925,"RCAN1"
"ILMN_2396875",-3533.06784782609,2918.81658682635,-12.8933593035082,8.73734102981467e-27,4.54360936497681e-24,39.0986232447542,"IGFBP3"
"ILMN_1716359",-617.179113712375,612.649880239521,-12.7807128544909,1.81173362931734e-26,9.31900639201687e-24,38.5839562437726,"SLC19A3"
"ILMN_1735910",-128.555782608696,190.378562874251,-12.7408346826518,2.34541424597225e-26,1.19343755857956e-23,38.4014462991042,"VMO1"
"ILMN_1769155",-14813.849361204,13838.9104790419,-12.7122999613662,2.82131040039743e-26,1.4203196890171e-23,38.2707535974892,"CYP2C8"
"ILMN_1795104",-593.042377926421,686.823293413174,-12.6300788903524,4.80430484565773e-26,2.393150672697e-23,37.8937198452449,"ACADS"
"ILMN_2407314",-308.697322742475,230.894191616766,-12.627580577717,4.88264229145003e-26,2.40683748454165e-23,37.8822532146793,"CYP26A1"
"ILMN_1665455",-202.676464882943,379.788143712575,-12.6052220693159,5.64310950304523e-26,2.75302296807326e-23,37.7796064167961,"DCUN1D3"
