"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","31/2057","139/9399",0.223021582733813,1.0190470861036,0.119745203930821,0.485928153600197,0.83370026352975,0.606783349696841,"2775/2099/3710/4318/5332/5296/25984/3762/3872/91860/9568/53358/2911/114/3763/90993/7031/3765/5604/163688/2353/54474/112/3725/810/23236/399694/3859/9687/390792/6714",31
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","31/2057","140/9399",0.221428571428571,1.01176817834572,0.074253835806127,0.503944425752771,0.858208140826481,0.624620661894763,"4843/4854/3710/85366/5332/5054/10891/6543/6696/1958/2792/91860/185/814/114/22808/5563/5346/2786/5604/163688/8862/112/8877/810/23236/6546/441925/6262/4207/100506013",31
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","10/2057","44/9399",0.227272727272727,1.03847173730499,0.135386049846761,0.505116791457872,0.858208140826481,0.624620661894763,"5424/5427/3978/55247/5111/4595/5983/5984/2237/11232",10
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","4/2057","17/9399",0.235294117647059,1.07512368097458,0.164089685338827,0.528823499275739,0.894146013268158,0.650776948002689,"51540/883/7296/11185",4
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","31/2057","142/9399",0.21830985915493,0.99751792231268,-0.0157743723102805,0.539631143236316,0.908033173714955,0.660884294854193,"6401/3162/4318/5296/6347/59341/9181/1843/6385/652/3553/91860/445/2944/2949/658/5603/8878/5563/163688/2353/2941/3725/810/7056/1728/5600/6300/6714/5154/2939",31
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","29/2057","133/9399",0.218045112781955,0.996308223158772,-0.0226956585909119,0.543462862940779,0.910105272867334,0.662392409124496,"3479/9454/4616/5106/5296/6446/847/5105/10912/2538/891/3569/3586/1950/23710/10733/1030/2308/2911/5603/114907/9133/5563/5347/5604/1263/5600/6300/100132074",29
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","6/2057","27/9399",0.222222222222222,1.0153945875871,0.0423995724338348,0.558328120076721,0.930546866794534,0.677270200794819,"30/6342/6785/10965/83401/79993",6
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","84/2057","388/9399",0.216494845360825,0.989224623989495,-0.114733298128765,0.566283991674721,0.939333635479396,0.683665382815079,"4843/5743/7479/113457/779/7481/50507/3710/5332/27121/23516/10382/147700/2906/5296/7472/22943/11211/10297/7475/3553/7186/91860/84701/1131/3569/283375/27173/55630/29982/775/112714/89780/143471/7476/27123/3798/1339/5710/125965/2905/54361/29986/89832/1128/8313/2915/5604/163688/170712/260334/64837/1139/4023/8851/2902/810/79861/2535/25825/23236/2903/56901/51079/4137/8326/441925/487/57181/7278/4541/4519/4536/4540/4512/4537/4538/4535/4508/100506742/4539/4509/10381/347688",84
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","8/2057","37/9399",0.216216216216216,0.987951490625287,-0.0388666884986511,0.579878206600403,0.957346095802552,0.696775203561557,"4616/7849/10912/4609/51176/6258/5979/5604",8
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","17/2057","80/9399",0.2125,0.970971074380165,-0.138012675876837,0.598714543047512,0.983803239749433,0.716031230133422,"3479/3082/5296/5159/5582/5156/3569/1950/53358/3084/9542/5579/558/5604/399694/6714/5154",17
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","51/2057","239/9399",0.213389121338912,0.975033714858743,-0.206934459034473,0.607596172529947,0.993732057876082,0.723257618063194,"732/729/5296/1440/6347/7450/4939/730/735/2162/6204/3553/5582/5648/3572/3569/7099/185/4314/6156/5603/731/714/715/1636/6132/200916/116832/7098/4153/140801/5579/3592/2353/2266/2243/2244/4615/713/6403/3725/716/7113/3654/5600/6300/4312/728/6173/9641/6139",51
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","46/2057","216/9399",0.212962962962963,0.973086479770972,-0.211803321173593,0.610745332904144,0.994236588448607,0.723624825276881,"6401/5606/816/815/2920/4318/5332/29108/5296/6347/337/335/3553/7186/91860/3949/1573/3569/7099/25833/1559/1558/6258/7436/4314/23643/5603/3592/163688/2353/929/4615/4973/6403/3725/810/23236/3654/5600/6300/4312/6714/1555/1548/9641/6348",46
"Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","3/2057","14/9399",0.214285714285714,0.979130495173276,-0.0413605876046912,0.620142018729793,0.999999999999999,0.72781954887218,"10164/8534/4166",3
NA,NA,"hsa03272","Virion - Hepatitis viruses","10/2057","48/9399",0.208333333333333,0.951932425862907,-0.176714209010674,0.62624836124464,0.999999999999999,0.72781954887218,"51208/6554/24146/975/4072/3949/9073/149461/1364/100288814",10
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","58/2057","275/9399",0.210909090909091,0.96370177221903,-0.323360379858786,0.650330855421076,0.999999999999999,0.72781954887218,"732/729/113457/779/3710/10382/147700/2906/5296/730/735/116444/1958/3553/84701/3915/3569/774/4684/775/112714/143471/3798/5603/1339/731/90993/714/5710/125965/2905/170712/260334/713/64837/2902/79861/2903/5600/56901/51079/6300/7278/6262/4541/4519/4536/4540/4512/4537/4538/4535/4508/100506742/4539/4509/10381/347688",58
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","43/2057","205/9399",0.209756097560976,0.958433427795629,-0.318490563134323,0.652043033894939,0.999999999999999,0.72781954887218,"5166/816/51660/815/4318/5332/5296/1277/2998/6513/5582/7137/84701/5972/185/5603/1339/1376/1636/2539/125965/1278/5579/170712/23236/5600/56901/51079/6300/487/6262/4541/4519/4536/4540/4512/4537/4538/4535/4508/1375/4539/4509",43
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","35/2057","168/9399",0.208333333333333,0.951932425862907,-0.332743933516288,0.66007627771646,0.999999999999999,0.72781954887218,"2273/3568/3589/3560/5296/1440/2690/3977/5159/1154/8835/3598/3572/5156/3569/3586/4609/5292/316/1950/29949/4170/85480/133396/3592/9306/3952/282618/9021/3563/246778/5154/386653/64109/30837",35
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","12/2057","59/9399",0.203389830508475,0.929344198808533,-0.288156266911623,0.663334775867696,0.999999999999999,0.72781954887218,"153/5743/5296/114/134/4886/364/5346/154/2167/112/11145",12
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","4/2057","20/9399",0.2,0.913855128828391,-0.204123888003826,0.666869573443224,0.999999999999999,0.72781954887218,"10020/7360/91373/606495",4
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","54/2057","259/9399",0.208494208494208,0.952667508817241,-0.408849831352875,0.682447471534241,0.999999999999999,0.72781954887218,"1080/4353/8685/2213/113457/2219/4069/4318/10382/10332/5296/1311/50617/7060/525/78989/83658/7099/7057/23710/8547/245973/91937/245972/3934/112714/528/81035/1780/2220/249/2215/251/248/213/3673/4153/929/566/260334/4973/79861/527/2204/441925/26052/7278/1378/2214/1668/3112/10381/4360/347688",54
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","48/2057","232/9399",0.206896551724138,0.945367374650059,-0.445974599079658,0.697008646292267,0.999999999999999,0.72781954887218,"3675/85477/732/3645/729/27006/2249/5063/3655/623/85366/57144/2245/5296/3984/6387/730/735/5159/10297/8074/3691/1131/5156/22801/56924/1950/81624/3680/2846/55740/3681/731/22808/8822/9965/3673/1073/624/1128/5604/375189/1132/1129/128239/2248/6714/5154",48
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","7/2057","36/9399",0.194444444444444,0.888470264138713,-0.354864118378751,0.701559979058894,0.999999999999999,0.72781954887218,"55808/10610/27090/9245/114805/55568/10331",7
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","22/2057","109/9399",0.201834862385321,0.922239120835991,-0.432209422052803,0.703092312422066,0.999999999999999,0.72781954887218,"5606/5296/6696/3553/3569/7099/23643/5603/7098/3592/5604/2353/929/4615/3725/3654/5600/6300/54106/9641/6351/6348",22
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","22/2057","109/9399",0.201834862385321,0.922239120835991,-0.432209422052803,0.703092312422066,0.999999999999999,0.72781954887218,"27330/32/10998/5106/5834/5296/10891/2998/28965/6513/5105/2538/3569/11001/2308/90993/5563/6514/5579/79660/9021/1375",22
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","17/2057","85/9399",0.2,0.913855128828391,-0.422277992266968,0.704216597371895,0.999999999999999,0.72781954887218,"954/270/129607/7371/284958/132/7498/978/158067/7083/956/1841/6241/7298/93034/56953/4830",17
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","14/2057","71/9399",0.197183098591549,0.900983929830808,-0.443269926221202,0.715358730503202,0.999999999999999,0.72781954887218,"2920/50617/525/245973/245972/528/5603/3577/3725/3579/5600/527/6300/6714",14
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","21/2057","105/9399",0.2,0.913855128828391,-0.469840464752645,0.716954169162064,0.999999999999999,0.72781954887218,"5743/2920/7188/29760/4616/6387/8600/3553/7186/10912/60401/7099/23643/5579/929/4615/6357/3654/128178/27040/6351",21
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","17/2057","86/9399",0.197674418604651,0.903228906400154,-0.477175073690088,0.723202600805362,0.999999999999999,0.72781954887218,"816/815/5063/57144/5296/5582/4609/56924/1950/53358/3084/9542/5579/5604/3725/399694/6714",17
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","34/2057","168/9399",0.202380952380952,0.924734356552538,-0.521020390750627,0.727190027532269,0.999999999999999,0.72781954887218,"816/815/7188/55072/5834/29108/8605/3553/7186/2752/7099/90865/27005/2746/283748/8878/246/3015/7098/221613/255189/92815/8338/123745/3014/8329/8969/100526767/85235/8331/8332/3012/8335/8336",34
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","46/2057","227/9399",0.202643171806167,0.925932509385594,-0.597910544882721,0.748961068515024,0.999999999999999,0.72781954887218,"3082/50507/3162/5296/2053/847/1571/84701/2944/2949/1950/1544/1646/1836/5603/1339/125965/5604/2353/170712/2941/253152/115019/3725/1728/5600/56901/51079/6300/8644/6714/1572/4541/4519/4536/4540/4512/4537/4538/4535/4508/4539/57412/65010/4509/2939",46
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","22/2057","112/9399",0.196428571428571,0.89753628724217,-0.577389727673802,0.752085842161707,0.999999999999999,0.72781954887218,"4843/5606/3909/2775/22798/3655/79444/3910/3949/3915/3586/7099/23643/5603/3592/4615/3654/5600/6300/3914/345611/3112",22
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","12/2057","63/9399",0.19047619047619,0.870338217931801,-0.546549517898178,0.753102677833014,0.999999999999999,0.72781954887218,"4854/10683/79816/2648/11317/54567/1840/23493/23462/171558/3714/388585",12
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","14/2057","73/9399",0.191780821917808,0.876299438602567,-0.5615818603741,0.754865486195916,0.999999999999999,0.72781954887218,"1870/3082/4616/1869/5296/5582/10912/1950/6258/1029/3798/5979/5579/5604",14
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","24/2057","122/9399",0.19672131147541,0.898873897208253,-0.595068667662175,0.756437773964559,0.999999999999999,0.72781954887218,"1080/3479/5214/5522/32/5106/23417/5296/10891/2998/5210/148/5208/5105/2538/890/2308/90993/5563/2203/28227/3952/9370/1375",24
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagosome formation","19/2057","98/9399",0.193877551020408,0.88587997182344,-0.601087590446598,0.76202538690896,0.999999999999999,0.72781954887218,"85477/2213/8605/5296/3984/5582/8612/283748/8613/2215/1073/5579/255189/5604/8877/8398/123745/2214/27040",19
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","25/2057","128/9399",0.1953125,0.892436649246475,-0.648535409298549,0.772646608484974,0.999999999999999,0.72781954887218,"954/2984/5236/2986/5143/270/50940/3000/5145/284958/55821/5137/114/132/7498/158067/956/27115/6241/112/93034/5148/5138/56953/4830",25
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","11/2057","59/9399",0.186440677966102,0.851898848907822,-0.604002418830264,0.773117285090284,0.999999999999999,0.72781954887218,"1496/4616/5296/10297/10912/4609/51176/1950/8313/5604/29119",11
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","2/2057","12/9399",0.166666666666667,0.761545940690326,-0.437481417097375,0.775028321959638,0.999999999999999,0.72781954887218,"1728/6898",2
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","32/2057","163/9399",0.196319018404908,0.897035709279402,-0.701885302469174,0.785557058142359,0.999999999999999,0.72781954887218,"1870/5606/332/6554/4776/4318/1869/898/5296/1959/5582/5111/3569/7099/4609/890/5603/90993/7098/5579/5604/2353/4615/9134/3725/1960/3654/5600/6300/6714/100506742/9641",32
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","17/2057","90/9399",0.188888888888889,0.863085399449036,-0.690791809083543,0.791326279873491,0.999999999999999,0.72781954887218,"920/5606/5296/29126/7099/1950/10538/5603/5604/2353/4615/3725/5600/6300/5133/27040/54106",17
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","40/2057","204/9399",0.196078431372549,0.895936400812148,-0.79536364400676,0.809931757418402,0.999999999999999,0.72781954887218,"1634/3479/3082/816/815/7479/7481/2099/3710/4318/5296/7472/1277/11211/7475/6385/5582/3236/7099/4609/7057/2719/288/89780/7476/5603/22808/54361/3549/3673/1278/5579/3481/5604/60495/2535/5600/6300/8326/6714",40
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","10/2057","56/9399",0.178571428571429,0.815942079311063,-0.731194686306794,0.812580252168297,0.999999999999999,0.72781954887218,"2920/1917/29108/3553/3569/7099/3592/929/4615/1378",10
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","2/2057","13/9399",0.153846153846154,0.702965483714147,-0.567238886560414,0.813019798410104,0.999999999999999,0.72781954887218,"1791/2237",2
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","9/2057","51/9399",0.176470588235294,0.806342760730933,-0.733984939262635,0.81549568340628,0.999999999999999,0.72781954887218,"1080/11015/50617/525/9414/245973/245972/528/527",9
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","5/2057","30/9399",0.166666666666667,0.761545940690326,-0.692383012532705,0.817807607783742,0.999999999999999,0.72781954887218,"5106/5105/47/8801/55753",5
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","5/2057","30/9399",0.166666666666667,0.761545940690326,-0.692383012532705,0.817807607783742,0.999999999999999,0.72781954887218,"128869/80235/5279/84302/8733",5
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","3/2057","19/9399",0.157894736842105,0.721464575390835,-0.643255480003622,0.819393882429736,0.999999999999999,0.72781954887218,"23553/3425/60495",3
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","35/2057","181/9399",0.193370165745856,0.883561588646234,-0.837230195300783,0.822765163352453,0.999999999999999,0.72781954887218,"4843/816/8625/815/2213/10332/50617/1594/3553/91860/3569/3586/7099/5993/245972/5603/2215/820/3592/163688/929/4615/1263/8877/810/3654/5600/527/6300/6714/1378/2214/54106/3112/4360",35
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","18/2057","98/9399",0.183673469387755,0.839254710148522,-0.846669953524519,0.833648732586628,0.999999999999999,0.72781954887218,"9108/3710/5332/5296/84812/5582/91860/3706/5288/89869/9162/113026/1040/5579/163688/810/23236/139189",18
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","52/2057","268/9399",0.194029850746269,0.886575871251424,-0.997106055369553,0.858697192446009,0.999999999999999,0.72781954887218,"816/9627/815/113457/3710/23516/10382/147700/1843/91860/84701/283375/2774/6531/27173/55630/112714/7345/143471/3798/1339/65018/5710/125965/29986/163688/170712/260334/64837/810/79861/7054/5413/56901/51079/4137/120892/57181/7278/4541/4519/4536/4540/4512/4537/4538/4535/4508/4539/4509/10381/347688",52
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","45/2057","235/9399",0.191489361702128,0.874967676537821,-1.0274042754861,0.866743045014729,0.999999999999999,0.72781954887218,"8193/5606/2182/27330/51412/6604/10891/2641/656/1268/4879/84701/63976/2180/114/5603/1339/1376/90993/125965/5563/23305/5346/388753/170712/112/353500/5600/56901/51079/6300/4541/4519/4536/4540/4512/4537/4538/4535/4508/116228/1375/8110/4539/4509",45
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","6/2057","38/9399",0.157894736842105,0.721464575390835,-0.910623364531905,0.868454943046175,0.999999999999999,0.72781954887218,"920/8625/29760/5993/326/927",6
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","35/2057","187/9399",0.18716577540107,0.85521201895705,-1.0585320864487,0.875727685738445,0.999999999999999,0.72781954887218,"2920/7188/55072/3710/5332/4210/29108/10135/6347/4939/2633/5585/3553/7186/3569/7099/23710/91662/5603/2634/118429/820/260434/4615/222545/3725/23236/5600/6300/100506742/388646/345611/1668/59082/9641",35
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","25/2057","138/9399",0.181159420289855,0.827767326837311,-1.0788319987327,0.883275210231402,0.999999999999999,0.72781954887218,"5577/32/5106/5834/5296/2645/10891/2998/8835/5105/91860/2538/53358/2308/80201/3099/3101/5563/2203/5604/163688/79660/810/9021/399694",25
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","25/2057","138/9399",0.181159420289855,0.827767326837311,-1.0788319987327,0.883275210231402,0.999999999999999,0.72781954887218,"920/5606/27330/4210/29108/5296/3984/6347/5585/3553/7186/3569/3586/7099/5603/5604/2353/4615/3725/3654/5600/6300/6714/27040/927",25
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","16/2057","93/9399",0.172043010752688,0.78611193877711,-1.09717062144932,0.892007963674274,0.999999999999999,0.72781954887218,"920/4854/10683/3560/2625/11317/54567/5603/3592/2353/3725/3714/5600/6300/27040/3112",16
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","2/2057","16/9399",0.125,0.571159455517744,-0.908683512290781,0.894830634559216,0.999999999999999,0.72781954887218,"2717/2524",2
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","13/2057","78/9399",0.166666666666667,0.761545940690326,-1.11930499923373,0.898853187443702,0.999999999999999,0.72781954887218,"9108/55586/5332/84812/4329/3706/5288/89869/9651/113026/138429/23236/27124",13
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","21/2057","120/9399",0.175,0.799623237724842,-1.16927069884809,0.902480907591812,0.999999999999999,0.72781954887218,"816/4804/815/27330/7161/5296/91860/6272/53358/814/5603/5604/163688/3725/810/3654/5600/399694/4908/6300/398",21
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","11/2057","68/9399",0.161764705882353,0.739147530670022,-1.14264938447759,0.905327461168786,0.999999999999999,0.72781954887218,"4353/5296/2322/4609/5292/51176/1848/890/5604/929/1436",11
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","4/2057","29/9399",0.137931034482759,0.630244916433373,-1.05553109852099,0.906309002784702,0.999999999999999,0.72781954887218,"8463/122786/79981/79633",4
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","2/2057","17/9399",0.117647058823529,0.537561840487289,-1.01008538318012,0.913679175730757,0.999999999999999,0.72781954887218,"10332/5101",2
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","11/2057","69/9399",0.159420289855072,0.728435247616833,-1.19835308934767,0.914936916742019,0.999999999999999,0.72781954887218,"5606/8605/5296/5603/283748/255189/5604/5600/123745/6300/27040",11
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","35/2057","193/9399",0.181347150259067,0.828625116813308,-1.2732627012247,0.915691041661044,0.999999999999999,0.72781954887218,"10344/2920/5332/5296/6387/6347/6364/2792/6370/9547/53358/114/3577/6374/5473/5196/1230/5579/2786/5604/2829/10803/112/1237/3579/6357/23236/1232/2826/399694/6714/6368/6351/6359/6348",35
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","15/2057","91/9399",0.164835164835165,0.753177303979443,-1.2522910499632,0.920054511033548,0.999999999999999,0.72781954887218,"2213/29760/10859/11024/10990/5296/975/640/5579/5604/2353/3725/353514/23547/11027",15
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","24/2057","138/9399",0.173913043478261,0.794656633763818,-1.28623094651631,0.920813752508416,0.999999999999999,0.72781954887218,"495/50617/525/84701/245973/245972/528/1339/125965/170712/56901/527/51079/4541/4519/4536/4540/4512/4537/4538/4535/4508/4539/4509",24
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","11/2057","70/9399",0.157142857142857,0.718029029793736,-1.2533245544735,0.923710644526067,0.999999999999999,0.72781954887218,"3082/5063/57144/5296/6513/112399/56924/5604/9915/3725/112398",11
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","36/2057","200/9399",0.18,0.822469615945552,-1.34321352802545,0.926211911177671,0.999999999999999,0.72781954887218,"51208/113457/5063/29108/10382/24146/9181/3553/7186/4430/9826/3569/7099/10427/2846/112714/9073/5603/147945/149461/4640/2353/4615/260334/283446/3725/79861/3654/5600/6300/1364/6714/7278/100288814/10381/347688",36
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","2/2057","18/9399",0.111111111111111,0.50769729379355,-1.10655137913058,0.929319200777295,0.999999999999999,0.72781954887218,"2629/4758",2
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","2/2057","18/9399",0.111111111111111,0.50769729379355,-1.10655137913058,0.929319200777295,0.999999999999999,0.72781954887218,"4594/166785",2
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","14/2057","87/9399",0.160919540229885,0.735285735838935,-1.31293480916965,0.929892276907486,0.999999999999999,0.72781954887218,"332/4436/4616/5296/10297/10912/4609/51176/1950/8313/5604/2353/3725/1630",14
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","35/2057","196/9399",0.178571428571429,0.815942079311063,-1.37830557323896,0.93138696796471,0.999999999999999,0.72781954887218,"1870/5743/2920/285/3710/4776/1869/5296/7186/2792/7538/91860/3572/3569/4609/51176/5603/1827/131450/1230/7098/2786/5604/163688/2353/3725/810/1237/1232/5600/6300/441925/6714/4277/9641",35
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","10/2057","66/9399",0.151515151515152,0.69231449153666,-1.32768807048341,0.935546002323875,0.999999999999999,0.72781954887218,"2625/112744/8809/3553/3569/3586/7099/3592/3725/3112",10
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","6/2057","44/9399",0.136363636363636,0.623083042382994,-1.32641002425974,0.941508224135326,0.999999999999999,0.72781954887218,"5798/1363/3553/2571/3592/3112",6
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","6/2057","44/9399",0.136363636363636,0.623083042382994,-1.32641002425974,0.941508224135326,0.999999999999999,0.72781954887218,"554/90993/1780/360/112/398",6
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","4/2057","32/9399",0.125,0.571159455517744,-1.28616961050669,0.941950819865507,0.999999999999999,0.72781954887218,"4804/332/79444/441925",4
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","7/2057","50/9399",0.14,0.639698590179874,-1.35206029655291,0.942845381132195,0.999999999999999,0.72781954887218,"6387/6370/3569/3586/10803/2826/3112",7
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","38/2057","214/9399",0.177570093457944,0.811366703165394,-1.47745185500717,0.943585075423787,0.999999999999999,0.72781954887218,"920/5606/5063/7188/2775/3710/4776/57144/5296/3984/5582/7186/2792/200315/91860/10053/891/7099/56924/1111/5603/9133/995/1073/7465/5579/2786/5604/163688/983/2353/4615/3725/810/9582/3654/5600/6300",38
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","8/2057","56/9399",0.142857142857143,0.652753663448851,-1.37948247581699,0.944690922474702,0.999999999999999,0.72781954887218,"57467/23288/2735/3549/64399/374654/57758/2619",8
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","27/2057","158/9399",0.170886075949367,0.780825584758435,-1.47057301019355,0.944920944217732,0.999999999999999,0.72781954887218,"3479/57600/27330/7479/7481/9663/5296/7472/11211/7475/525/6446/5582/79899/245973/89780/7476/528/5563/54361/5579/5604/220441/2535/8326/652968/729438",27
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","6/2057","45/9399",0.133333333333333,0.609236752552261,-1.39074965337034,0.949307671824672,0.999999999999999,0.72781954887218,"3802/3553/3824/3569/3811/3112",6
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","24/2057","144/9399",0.166666666666667,0.761545940690326,-1.52624913434689,0.951914748488147,0.999999999999999,0.72781954887218,"3710/5332/2906/5296/116444/2891/11317/5582/7186/7222/7436/29982/2911/143471/5710/2905/5579/3752/6712/2902/23236/2903/441925/487",24
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","40/2057","227/9399",0.176211453744493,0.80515870381356,-1.57285827563641,0.953793759224349,0.999999999999999,0.72781954887218,"1870/5743/7188/2775/3710/4776/5332/1869/5296/6387/6347/5732/3553/5582/7186/2792/91860/9826/5156/3569/4609/1029/114/5603/90993/1230/5579/2786/5604/163688/112/810/3579/23236/1232/5600/6300/6714/6351/6348",40
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","20/2057","125/9399",0.16,0.731084103062713,-1.60201144008665,0.960532751701101,0.999999999999999,0.72781954887218,"5522/5332/5296/5582/7186/204219/5603/130367/134/166929/5579/28227/624/5604/8877/23236/5600/6300/165679/10715",20
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","17/2057","109/9399",0.155963302752294,0.712639320645993,-1.59720407587394,0.961139378038588,0.999999999999999,0.72781954887218,"920/3560/2625/112744/3553/3572/3569/6258/5603/2353/3725/5600/6300/3556/246778/27040/3112",17
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2/2057","21/9399",0.0952380952380952,0.4351691089659,-1.37151527822397,0.96167437295622,0.999999999999999,0.72781954887218,"29940/56548",2
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","8/2057","59/9399",0.135593220338983,0.619562799205689,-1.55154087458619,0.962756899801877,0.999999999999999,0.72781954887218,"2687/2944/2949/2539/493869/2941/6241/2939",8
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","11/2057","77/9399",0.142857142857143,0.652753663448851,-1.61940755861258,0.966062956603677,0.999999999999999,0.72781954887218,"1870/2122/4616/1869/5296/10912/4609/1029/53358/5604/399694",11
